Hit,Protein1,Protein2,E,Score,Organism
10830,B8HMR4,Q8DMM2,3.2e-72,244.8,Thermosynechococcus elongatus (strain BP-1)
10831,B8HMR4,Q31L17,2.5e-62,213.0,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10832,B8HMR4,O24699,2.5e-62,213.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
10833,B8HMR4,P23405,7.3e-61,208.3,Cyanophora paradoxa
10834,B8HMR4,Q1XDI4,1.2e-60,207.6,Pyropia yezoensis
10835,B8HMR4,A6MW11,1.5e-60,207.3,Rhodomonas salina
10836,Q85FW4,Q8DI58,7.3e-288,960.4,Thermosynechococcus elongatus (strain BP-1)
10837,Q85FW4,P22358,4.6e-283,944.5,Synechocystis sp. (strain PCC 6803 / Kazusa)
10838,Q85FW4,Q06W39,1.2e-280,936.5,Neoporphyra haitanensis
10839,Q85FW4,Q1XDH2,2.1e-280,935.8,Pyropia yezoensis
10840,Q85FW4,P69377,2.3e-277,925.8,Porphyra umbilicalis
10841,Q85FW4,P69376,2.3e-277,925.8,Porphyra purpurea
10842,Q85FW4,Q7U3C4,5.4e-275,917.9,Synechococcus sp. (strain WH8102)
10843,Q85FW4,Q6B8V2,2.6e-273,912.3,Gracilaria tenuistipitata var. liui
10844,Q85FW4,Q46I76,3.3000000000000003e-273,912.0,Prochlorococcus marinus (strain NATL2A)
10845,Q85FW4,P29215,5.9000000000000006e-273,911.2,Guillardia theta
10846,Q85FW4,Q7V3T5,6.500000000000001e-273,911.0,Prochlorococcus marinus (strain MIT 9313)
10847,Q85FW4,Q7UZG3,1.1e-271,906.9,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)
10848,Q85FW4,Q7V9G2,2.8999999999999996e-271,905.6,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)
10849,Q85FW4,A2BZ91,3e-271,905.5,Prochlorococcus marinus str. MIT 9515
10850,B8C4D7,B7G267,7e-38,135.7,Phaeodactylum tricornutum (strain CCAP 1055/1)
10851,B8C4D7,Q6FI81,2.4e-21,81.5,Homo sapiens
10852,B8C4D7,B4JAX0,3.1e-21,81.2,Drosophila grimshawi
10853,B8C4D7,C3YFB4,1.8e-20,78.7,Branchiostoma floridae
10854,B8C4D7,A4IHR0,2.1e-20,78.5,Xenopus tropicalis
10855,Q4G398,Q40610,5e-83,281.9,Ochrosphaera neapolitana
10856,Q4G398,A6MVW5,2.1e-48,169.5,Rhodomonas salina
10857,Q4G398,O78476,2e-41,146.8,Guillardia theta
10858,Q4G398,Q6B8Q9,2.7999999999999997e-41,146.3,Gracilaria tenuistipitata var. liui
10859,Q4G398,Q05374,5.3e-39,138.9,Synechococcus sp. (strain PCC 6716)
10860,Q4G398,Q8DLP4,1.8e-38,137.2,Thermosynechococcus elongatus (strain BP-1)
10861,Q4G398,Q112Z5,7.600000000000001e-38,135.2,Trichodesmium erythraeum (strain IMS101)
10862,Q4G398,B7KKR5,3.4e-37,133.1,Gloeothece citriformis (strain PCC 7424)
10863,Q4G398,B0JWV0,8.400000000000001e-36,128.5,Microcystis aeruginosa (strain NIES-843)
10864,P51308,Q1XDI0,1.1e-133,448.2,Pyropia yezoensis
10865,P51308,P59187,9.7e-96,324.2,Thermosynechococcus elongatus (strain BP-1)
10866,P51308,P73314,4.3e-92,312.3,Synechocystis sp. (strain PCC 6803 / Kazusa)
10867,P51308,B7K329,1.4e-91,310.6,Rippkaea orientalis (strain PCC 8801)
10868,P51308,B7KHZ3,2.5e-91,309.8,Gloeothece citriformis (strain PCC 7424)
10869,P51308,B1WQR6,3e-91,309.6,Crocosphaera subtropica (strain ATCC 51142 / BH68)
10870,P51308,Q31L13,2.1e-90,306.8,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10871,P51308,O24695,2.1e-90,306.8,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
10872,P51308,B0JHZ7,6.3e-90,305.3,Microcystis aeruginosa (strain NIES-843)
10873,P51308,A5GIT9,2.900000000000001e-89,303.1,Synechococcus sp. (strain WH7803)
10874,B0JI68,P74810,1.8e-10,44.2,Synechocystis sp. (strain PCC 6803 / Kazusa)
10875,B0JI68,P51275,2.7e-05,28.5,Porphyra purpurea
10876,B0JI68,Q1XDL1,4.7e-05,27.8,Pyropia yezoensis
10877,B0JI68,P0A3Y1,0.002,22.9,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
10878,B0JI68,B2J8Q3,0.0023,22.7,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10879,B0JI68,A0T0S6,0.018,20.0,Thalassiosira pseudonana
10880,F7GSQ4,Q95KJ2,0.0,1147.9,Macaca fascicularis
10881,F7GSQ4,Q32P41,0.0,1095.3,Homo sapiens
10882,F7GSQ4,Q3MHN8,3.7e-282,941.0,Bos taurus
10883,F7GSQ4,Q9D0C4,2.9e-263,878.7,Mus musculus
10884,F7GSQ4,F6VSS6,1.5e-194,652.1,Xenopus tropicalis
10885,F7GSQ4,F7A355,1.4e-102,348.7,Ciona intestinalis
10886,F7GSQ4,A8N339,5e-92,313.9,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003)
10887,F7GSQ4,Q8TFG7,5.3e-84,287.5,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
10888,A2CC48,Q3AW73,1.1e-19,71.9,Synechococcus sp. CC9902
10889,A2CC48,Q7U4I0,1.1e-19,71.9,Synechococcus sp. (strain WH8102)
10890,A2CC48,Q0ID25,1.2e-19,71.7,Synechococcus sp. (strain CC9311)
10891,A2CC48,A5GIS5,1.9e-19,71.1,Synechococcus sp. (strain WH7803)
10892,A2CC48,Q7TUP2,3.1e-19,70.5,Prochlorococcus marinus (strain MIT 9313)
10893,A2CC48,Q0P3P7,4.7e-19,69.9,Ostreococcus tauri
10894,A2CC48,Q3AMQ0,1.1e-18,68.9,Synechococcus sp. CC9605
10895,A2CC48,B7KI08,2.4e-18,67.8,Gloeothece citriformis (strain PCC 7424)
10896,A2CC48,A0T0Z1,6.3e-18,66.5,Thalassiosira pseudonana
10897,A2CC48,P66301,1.8e-17,65.2,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)
10898,A2CC48,P66302,1.8e-17,65.2,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)
10899,B5YJ66,B7KFE2,1.9e-41,144.8,Gloeothece citriformis (strain PCC 7424)
10900,Q1XDA2,P51385,1.4e-15,59.0,Porphyra purpurea
10901,Q1XDA2,A0T0T2,6.9e-12,47.9,Thalassiosira pseudonana
10902,Q1XDA2,O96797,1.7e-11,46.8,Skeletonema costatum
10903,Q1XDA2,P49529,2.3e-11,46.4,Trieres chinensis
10904,Q1XDA2,Q6B8L0,2.9e-11,46.1,Gracilaria tenuistipitata var. liui
10905,Q1XDA2,B2XTQ6,1.8e-09,40.7,Heterosigma akashiwo (strain CCMP452)
10906,Q1XDA2,B2XTA0,1.8e-09,40.7,Heterosigma akashiwo (strain NIES-293)
10907,Q1XDA2,Q4G3D2,3.2e-09,39.9,Emiliania huxleyi
10908,Q1XDA2,Q8YM13,2.4e-07,34.4,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
10909,Q1XDA2,O78460,2.9e-07,34.1,Guillardia theta
10910,Q1XDA2,B2IYZ8,3e-07,34.1,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10911,Q1XDA2,A6MVU9,3.9e-07,33.7,Rhodomonas salina
10912,Q1XDA2,Q32RW9,1e-05,29.5,Staurastrum punctulatum
10913,P48263,P51199,1.6999999999999999e-68,234.5,Porphyra purpurea
10914,P48263,Q8WKF2,1.3e-67,231.7,Pyropia yezoensis
10915,P48263,A0T0C6,4.1e-64,220.3,Phaeodactylum tricornutum (strain CCAP 1055/1)
10916,P48263,Q6B942,4.2e-60,207.2,Gracilaria tenuistipitata var. liui
10917,P48263,Q3M9H7,4.6e-60,207.1,Trichormus variabilis ATCC 29413
10918,P48263,P0A387,1.1e-58,202.6,Thermosynechococcus vulcanus
10919,P48263,B2IVD8,1.9000000000000002e-58,201.8,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10920,P48263,Q5N095,7.5e-58,199.9,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
10921,P48263,Q31LM9,7.5e-58,199.9,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10922,P48263,Q76FB0,1.1e-56,196.1,Cyanidium caldarium
10923,P48263,Q85FS3,2.7e-53,185.1,Cyanidioschyzon merolae (strain 10D)
10924,A7Y3J1,B1NWJ0,1.7e-51,176.7,Manihot esculenta
10925,P51287,Q1XDK1,6.4e-269,895.9,Pyropia yezoensis
10926,P51287,B0CCD0,4.7e-233,777.9,Acaryochloris marina (strain MBIC 11017)
10927,P51287,B1XI63,2e-232,775.8,Synechococcus sp. PCC 7002
10928,P51287,Q2JMX7,4.1e-232,774.8,Synechococcus sp. (strain JA-2-3B'a(2-13))
10929,P51287,Q2JUX4,1.6e-230,769.5,Synechococcus sp. (strain JA-3-3Ab)
10930,P51287,B0JSE0,2.2e-228,762.5,Microcystis aeruginosa (strain NIES-843)
10931,P51287,B1WQY4,5.7e-228,761.1,Crocosphaera subtropica (strain ATCC 51142 / BH68)
10932,P51287,A0T0K6,7.5e-228,760.7,Phaeodactylum tricornutum (strain CCAP 1055/1)
10933,P51287,P33171,1.2e-227,760.1,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10934,B2J6L1,Q8YQ66,1.4999999999999999e-55,190.3,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
10935,B2J6L1,P52858,2.3999999999999997e-46,160.8,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
10936,B2J6L1,B0JYC2,8.4e-45,155.9,Microcystis aeruginosa (strain NIES-843)
10937,B1WRN9,B0JHI7,1.4999999999999998e-217,727.4,Microcystis aeruginosa (strain NIES-843)
10938,B1WRN9,P73912,1.3e-206,691.3,Synechocystis sp. (strain PCC 6803 / Kazusa)
10939,B1WRN9,B2J814,7.3e-202,675.7,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10940,B1WRN9,Q118K5,7.400000000000001e-201,672.4,Trichodesmium erythraeum (strain IMS101)
10941,B1WRN9,B0CDA5,3.3999999999999997e-200,670.2,Acaryochloris marina (strain MBIC 11017)
10942,B1WRN9,Q9R6T0,1.2e-179,602.5,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
10943,B1WRN9,Q31RG5,1.2e-179,602.5,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10944,B1WRN9,Q2JXK6,6.1e-152,511.2,Synechococcus sp. (strain JA-3-3Ab)
10945,B1WRN9,P49539,1.3e-118,401.3,Trieres chinensis
10946,B1WRN9,A0T0W1,4.1e-118,399.7,Thalassiosira pseudonana
10947,B1WRN9,P51363,2.3e-116,393.9,Porphyra purpurea
10948,D4AAT7,Q9CZ42,3.6e-209,698.3,Mus musculus
10949,D4AAT7,Q5R824,2.6e-175,587.1,Pongo abelii
10950,D4AAT7,E2QUI9,1.2e-171,575.0,Canis lupus familiaris
10951,D4AAT7,E1BNQ4,1.5000000000000001e-167,561.5,Bos taurus
10952,D4AAT7,Q17NP0,3.1e-84,287.7,Aedes aegypti
10953,D4AAT7,F6HDM2,1.7e-79,272.1,Vitis vinifera
10954,D4AAT7,O94347,4.3e-78,267.5,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
10955,Q9MUU3,Q8M9V1,1.2e-70,240.7,Chaetosphaeridium globosum
10956,Q9MUU3,Q32RN5,2.6999999999999998e-70,239.5,Zygnema circumcarinatum
10957,Q9MUU3,Q1ACG0,5.2e-70,238.6,Chara vulgaris
10958,Q9MUU3,B0C1E0,3.1e-69,236.0,Acaryochloris marina (strain MBIC 11017)
10959,Q9MUU3,Q6YXK9,6.7e-69,235.0,Physcomitrium patens
10960,Q9MUU3,Q32RV3,6.8999999999999995e-68,231.7,Staurastrum punctulatum
10961,Q9MUU3,A2T371,8.1e-67,228.2,Angiopteris evecta
10962,Q9MUU3,B8HMR1,8.200000000000001e-67,228.2,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
10963,Q9MUU3,Q5SD18,2.9e-66,226.4,Huperzia lucidula
10964,Q5MZB9,B1WXW2,1.6e-45,158.7,Crocosphaera subtropica (strain ATCC 51142 / BH68)
10965,Q5MZB9,Q8YYP5,4.8e-45,157.2,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
10966,Q5MZB9,Q8DLJ8,1.3000000000000002e-44,155.7,Thermosynechococcus elongatus (strain BP-1)
10967,Q5MZB9,O78418,1.9e-44,155.2,Guillardia theta
10968,Q5MZB9,B2J5G7,2.6000000000000003e-44,154.8,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10969,Q5MZB9,B0CE32,7.8e-43,150.0,Acaryochloris marina (strain MBIC 11017)
10970,Q5MZB9,P49508,1.2e-42,149.4,Trieres chinensis
10971,Q5MZB9,P51347,4.2e-42,147.7,Porphyra purpurea
10972,Q5MZB9,Q6B8Z7,5.6e-42,147.3,Gracilaria tenuistipitata var. liui
10973,B7KHZ5,B7K240,1.7000000000000003e-28,102.5,Rippkaea orientalis (strain PCC 8801)
10974,B7KHZ5,Q31L15,3.1e-27,98.5,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10975,B7KHZ5,P73312,3.5e-27,98.4,Synechocystis sp. (strain PCC 6803 / Kazusa)
10976,B7KHZ5,Q3MFB3,7.6e-23,84.7,Trichormus variabilis ATCC 29413
10977,B7KHZ5,B2ITP7,1e-21,81.2,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10978,B7KHZ5,Q7NEG0,3.5e-21,79.5,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)
10979,B7KHZ5,P51306,9.7e-19,71.8,Porphyra purpurea
10980,B7KHZ5,B8HMR2,1.2e-17,68.4,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
10981,B7KHZ5,Q1XDI2,1.9e-17,67.7,Pyropia yezoensis
10982,Q4L5E4,Q8CSY8,0.0,1451.6,Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)
10983,Q8YPH9,Q3MFC1,3.3e-134,449.7,Trichormus variabilis ATCC 29413
10984,Q8YPH9,B2ITQ5,5.2e-126,423.0,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
10985,Q8YPH9,B0C1D3,8.1e-100,337.4,Acaryochloris marina (strain MBIC 11017)
10986,Q8YPH9,B0JI03,2.2e-99,336.0,Microcystis aeruginosa (strain NIES-843)
10987,Q8YPH9,B7K335,1.4e-98,333.4,Rippkaea orientalis (strain PCC 8801)
10988,Q8YPH9,B8HMQ4,7.4e-98,331.0,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
10989,Q8YPH9,B1WQQ9,1.3e-96,327.0,Crocosphaera subtropica (strain ATCC 51142 / BH68)
10990,Q8YPH9,B1XJT9,5.1e-95,321.8,Synechococcus sp. PCC 7002
10991,Q8YPH9,P73320,7.7e-93,314.6,Synechocystis sp. (strain PCC 6803 / Kazusa)
10992,Q8YPH9,O24689,4.2e-91,309.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
10993,Q8YPH9,Q31L07,4.2e-91,309.0,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
10994,Q8YPH9,Q1XDH4,1.4e-87,297.5,Pyropia yezoensis
10995,P49503,A0T0W6,3.2e-34,120.7,Thalassiosira pseudonana
10996,P49503,P51352,4.3e-23,85.4,Porphyra purpurea
10997,P49503,B7KIC5,5.8e-23,85.0,Gloeothece citriformis (strain PCC 7424)
10998,P49503,Q2JP53,6.3e-23,84.9,Synechococcus sp. (strain JA-2-3B'a(2-13))
10999,P49503,P74410,1.4000000000000002e-22,83.9,Synechocystis sp. (strain PCC 6803 / Kazusa)
11000,P49503,Q2JSG0,1.5000000000000002e-22,83.8,Synechococcus sp. (strain JA-3-3Ab)
11001,P49503,O78423,5.4e-22,81.9,Guillardia theta
11002,P49503,Q3M4Y1,2.3e-21,80.0,Trichormus variabilis ATCC 29413
11003,P49503,Q8YVM2,2.3e-21,80.0,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
11004,P49503,Q111T6,6.2e-21,78.6,Trichodesmium erythraeum (strain IMS101)
11005,P49503,B0CAL3,7.5e-21,78.3,Acaryochloris marina (strain MBIC 11017)
11006,P49503,Q31MB7,7.6e-21,78.3,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
11007,P49503,Q5MZL0,7.6e-21,78.3,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
11008,P49503,B7JY30,1.6e-20,77.3,Rippkaea orientalis (strain PCC 8801)
11009,P49503,B9MQW7,1.7e-20,77.2,Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320)
11010,Q0P3N8,Q9TKY3,2.6e-20,74.2,Nephroselmis olivacea
11011,Q0P3N8,A2T348,2.5e-19,71.2,Angiopteris evecta
11012,Q0P3N8,P49514,3.8e-19,70.6,Trieres chinensis
11013,Q0P3N8,A0T0U0,3.8e-19,70.6,Thalassiosira pseudonana
11014,Q0P3N8,Q5SD41,9.5e-19,69.4,Huperzia lucidula
11015,Q0P3N8,P60151,9.6e-19,69.4,Marchantia polymorpha
11016,Q0P3N8,Q6YXL7,9.6e-19,69.4,Physcomitrium patens
11017,Q0P3N8,P60152,9.6e-19,69.4,Psilotum nudum
11018,Q0P3N8,Q32RJ7,1.2e-18,69.1,Zygnema circumcarinatum
11019,C6DKH7,Q6D9C5,1.5e-52,179.9,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672)
11020,Q54TH8,Q6P502,3.3e-224,749.9,Rattus norvegicus
11021,Q54TH8,P80318,1e-223,748.3,Mus musculus
11022,Q54TH8,Q3T0K2,2.5e-223,746.9,Bos taurus
11023,Q54TH8,P49368,1.2e-221,741.4,Homo sapiens
11024,Q54TH8,O74341,1.2e-215,721.6,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
11025,Q54TH8,O00782,8.7e-209,699.0,Oxytricha granulifera
11026,Q54TH8,P39077,5.8e-208,696.3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
11027,Q54TH8,Q84WV1,1.4e-204,685.2,Arabidopsis thaliana
11028,Q54TH8,Q8SR76,1e-132,448.1,Encephalitozoon cuniculi (strain GB-M1)
11029,Q9ZSW1,P20365,1.3e-296,988.0,Euplotes crassus
11030,Q9ZSW1,P41352,2.8e-296,986.9,Tetrahymena thermophila
11031,Q9ZSW1,P33188,3.2e-295,983.4,Paramecium tetraurelia
11032,Q9ZSW1,P10878,8.2e-294,978.7,Toxoplasma gondii
11033,Q9ZSW1,P34108,6.6e-293,975.8,Naegleria pringsheimi
11034,Q9ZSW1,P11482,4.9000000000000005e-292,972.9,Volvox carteri
11035,Q9ZSW1,O59837,5.399999999999999e-289,962.9,Phytophthora cinnamomi
11036,Q9ZSW1,P50262,6.6e-289,962.6,Oomycete-like sp. (strain MacKay2000)
11037,B1XJJ1,B7KI03,8.6e-84,284.2,Gloeothece citriformis (strain PCC 7424)
11038,B1XJJ1,B7K232,3.3e-83,282.2,Rippkaea orientalis (strain PCC 8801)
11039,B1XJJ1,B0C1E9,6.3e-79,268.4,Acaryochloris marina (strain MBIC 11017)
11040,B1XJJ1,P59126,9.2e-78,264.6,Thermosynechococcus elongatus (strain BP-1)
11041,B1XJJ1,Q31L23,1.1e-73,251.4,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
11042,B1XJJ1,O24705,1.1e-73,251.4,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
11043,B1XJJ1,A6MW17,3.1000000000000003e-73,249.9,Rhodomonas salina
11044,A2BTP5,A8G7G9,3.2e-160,535.9,Prochlorococcus marinus (strain MIT 9215)
11045,A2BTP5,Q7UZJ9,2.2e-137,461.1,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)
11046,A2BTP5,A2BZ50,5.2e-136,456.6,Prochlorococcus marinus str. MIT 9515
11047,A2BTP5,Q112X4,1.1e-109,370.3,Trichodesmium erythraeum (strain IMS101)
11048,A2BTP5,Q5N3I3,6.9e-109,367.8,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
11049,A2BTP5,Q31QR1,7.799999999999999e-109,367.6,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
11050,A2BTP5,Q8YRC9,3.2e-107,362.3,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
11051,A2BTP5,B0C390,5.5e-106,358.3,Acaryochloris marina (strain MBIC 11017)
11052,A2BTP5,A0T0L1,4.2e-105,355.4,Phaeodactylum tricornutum (strain CCAP 1055/1)
11053,A2BNZ9,A8G2L1,2.3e-87,294.4,Prochlorococcus marinus (strain MIT 9215)
11054,A2BNZ9,Q7V381,4.3e-85,287.1,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)
11055,A2BNZ9,A5GPD5,4e-83,280.7,Synechococcus sp. (strain WH7803)
11056,A2BNZ9,A5GWK2,6.2e-82,276.8,Synechococcus sp. (strain RCC307)
11057,A2BNZ9,Q7U3T6,3.9e-81,274.3,Synechococcus sp. (strain WH8102)
11058,A2BNZ9,Q31QK3,8.999999999999999e-71,240.8,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
11059,A2BNZ9,Q5N3N9,3.2e-70,239.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
11060,Q8F7U1,Q054P5,2.3e-51,176.1,Leptospira borgpetersenii serovar Hardjo-bovis (strain L550)
11061,Q8F7U1,C6DKH7,7.1e-35,123.6,Pectobacterium carotovorum subsp. carotovorum (strain PC1)
11062,Q8F7U1,Q6D9C5,1.0000000000000001e-34,123.1,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672)
11063,Q8F7U1,B7KFE2,2.2e-34,122.1,Gloeothece citriformis (strain PCC 7424)
11064,Q8F7U1,B5YJ66,2.4e-34,121.9,Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)
11065,A6MW14,O46907,6.9e-71,241.1,Guillardia theta
11066,A6MW14,Q1XDI7,1.6e-68,233.4,Pyropia yezoensis
11067,A6MW14,P51301,4.3e-67,228.8,Porphyra purpurea
11068,A6MW14,Q6B8W6,4.5e-64,219.1,Gracilaria tenuistipitata var. liui
11069,A6MW14,Q8DML9,2.8e-62,213.3,Thermosynechococcus elongatus (strain BP-1)
11070,A6MW14,B8HMR7,2.8e-60,206.8,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
11071,A6MW14,Q3MFA8,5.1e-60,206.0,Trichormus variabilis ATCC 29413
11072,A6MW14,B7KI00,1.2e-57,198.3,Gloeothece citriformis (strain PCC 7424)
11073,A6MW14,B0JHZ0,2.4e-57,197.3,Microcystis aeruginosa (strain NIES-843)
11074,A6MW14,Q31L20,2.4e-56,194.1,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
11075,A2YQ56,P93648,0.0,1826.7,Zea mays
11076,A2YQ56,Q9M9L7,0.0,1380.7,Arabidopsis thaliana
11077,A2YQ56,A4S6Y4,1.7e-312,1044.0,Ostreococcus lucimarinus (strain CCE9901)
11078,A2YQ56,Q00WL5,3.2e-309,1033.1,Ostreococcus tauri
11079,A2YQ56,Q8CGK3,1.1e-270,905.6,Mus musculus
11080,A2YQ56,P36776,2.1e-270,904.7,Homo sapiens
11081,A2YQ56,Q59HJ6,9.599999999999999e-269,899.2,Bos taurus
11082,A2YQ56,A2QCJ2,4.8e-255,853.8,Aspergillus niger (strain CBS 513.88 / FGSC A1513)
11083,A2YQ56,Q5AZT7,1.1e-254,852.6,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)
11084,A2YQ56,Q7KUT2,4.5e-252,844.0,Drosophila melanogaster
11085,A2YQ56,Q4X0Z7,6.1999999999999985e-251,840.2,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
11086,A2YQ56,Q7S8C4,1.2e-250,839.2,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
11087,A2YQ56,B7FSL4,2.2e-247,828.5,Phaeodactylum tricornutum (strain CCAP 1055/1)
11088,Q3M704,P12834,2.9e-309,1030.6,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
11089,Q3M704,Q10WQ4,7.8e-307,1022.6,Trichodesmium erythraeum (strain IMS101)
11090,Q3M704,Q8DMD4,1.2e-298,995.5,Thermosynechococcus elongatus (strain BP-1)
11091,Q3M704,O50323,3.4e-296,987.5,Thermosynechococcus vulcanus
11092,Q7V9W5,A2CC30,1.4e-175,587.8,Prochlorococcus marinus str. MIT 9303
11093,Q7V9W5,Q7V539,1.5e-175,587.7,Prochlorococcus marinus (strain MIT 9313)
11094,Q7V9W5,Q46IR2,2.5e-174,583.7,Prochlorococcus marinus (strain NATL2A)
11095,Q7V9W5,Q3AUW0,2.9999999999999998e-174,583.4,Synechococcus sp. CC9902
11096,Q8DI58,P22358,0.0,1104.8,Synechocystis sp. (strain PCC 6803 / Kazusa)
11097,Q8DI58,Q7U3C4,2.2e-316,1054.9,Synechococcus sp. (strain WH8102)
11098,Q8DI58,Q7V3T5,9.6e-316,1052.8,Prochlorococcus marinus (strain MIT 9313)
11099,Q8DI58,Q7UZG3,9.7e-315,1049.4,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)
11100,Q8DI58,Q7V9G2,2.8e-314,1048.0,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)
11101,Q8DI58,A2BZ91,4.1e-313,1044.1,Prochlorococcus marinus str. MIT 9515
11102,Q8DI58,Q46I76,8.8e-313,1043.0,Prochlorococcus marinus (strain NATL2A)
11103,Q8DI58,P29215,2.7e-301,1005.0,Guillardia theta
11104,Q8DI58,Q1XDH2,3.1e-296,988.4,Pyropia yezoensis
11105,Q8DI58,Q6B8V2,3.4e-296,988.2,Gracilaria tenuistipitata var. liui
11106,Q8DI58,Q06W39,1.5e-295,986.1,Neoporphyra haitanensis
11107,Q8DI58,P69376,8.8e-295,983.6,Porphyra purpurea
11108,A8G6V2,Q318U0,6.7e-102,342.6,Prochlorococcus marinus (strain MIT 9312)
11109,A8G6V2,Q8DLP4,4.0000000000000004e-39,138.8,Thermosynechococcus elongatus (strain BP-1)
11110,Q32RP2,B1VKI2,1.1e-18,69.0,Cryptomeria japonica
11111,P51324,Q1XDG2,6.3999999999999995e-24,85.2,Pyropia yezoensis
11112,P51324,A6MW33,1.8e-20,74.6,Rhodomonas salina
11113,P51324,Q4G3C3,2.5e-20,74.2,Emiliania huxleyi
11114,P51324,P49515,5.1e-20,73.2,Trieres chinensis
11115,P51324,A0T0P7,7.2e-20,72.8,Thalassiosira pseudonana
11116,P51324,O78513,1.4e-19,71.9,Guillardia theta
11117,P51324,P48108,7.4e-19,69.7,Cyanophora paradoxa
11118,P51324,Q6B8Y6,7.6e-19,69.7,Gracilaria tenuistipitata var. liui
11119,P51324,Q9MUV5,1.9e-17,65.4,Mesostigma viride
11120,P51324,O19926,4.8e-17,64.2,Cyanidium caldarium
11121,P51324,Q1ACH3,2.8e-16,61.8,Chara vulgaris
11122,P51324,A2T361,2.9e-16,61.8,Angiopteris evecta
