Hit,Protein1,Protein2,E,Score,Organism,concat1,concat2
24329,A0T0B7,P00166,4.5e-80,272.3,Spinacia oleracea,A0T0B7P00166,P00166A0T0B7
24330,A0T0B7,Q9TL32,5.6000000000000005e-80,271.9,Nephroselmis olivacea,A0T0B7Q9TL32,Q9TL32A0T0B7
24331,A0T0B7,Q0G9T1,9.6e-80,271.2,Daucus carota,A0T0B7Q0G9T1,Q0G9T1A0T0B7
24332,Q9Y7R8,P17505,3.1e-121,409.4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Q9Y7R8P17505,P17505Q9Y7R8
24333,Q9Y7R8,Q42686,8.699999999999999e-99,335.7,Chlamydomonas reinhardtii,Q9Y7R8Q42686,Q42686Q9Y7R8
24334,Q9Y7R8,Q9ZP06,4.9e-98,333.2,Arabidopsis thaliana,Q9Y7R8Q9ZP06,Q9ZP06Q9Y7R8
24335,Q9Y7R8,K0J107,8.7e-98,332.4,Felis catus,Q9Y7R8K0J107,K0J107Q9Y7R8
24336,Q9Y7R8,Q5NVR2,1.2e-97,331.9,Pongo abelii,Q9Y7R8Q5NVR2,Q5NVR2Q9Y7R8
24337,Q9Y7R8,P17783,1.3e-97,331.9,Citrullus lanatus,Q9Y7R8P17783,P17783Q9Y7R8
24338,Q9Y7R8,P04636,2.5e-97,330.9,Rattus norvegicus,Q9Y7R8P04636,P04636Q9Y7R8
24339,Q9Y7R8,P46487,2.6e-97,330.9,Eucalyptus gunnii,Q9Y7R8P46487,P46487Q9Y7R8
24340,Q9Y7R8,Q32LG3,2.6e-97,330.8,Bos taurus,Q9Y7R8Q32LG3,Q32LG3Q9Y7R8
24341,Q9Y7R8,Q9LKA3,2.7e-97,330.8,Arabidopsis thaliana,Q9Y7R8Q9LKA3,Q9LKA3Q9Y7R8
24342,Q9Y7R8,P08249,3.6e-97,330.4,Mus musculus,Q9Y7R8P08249,P08249Q9Y7R8
24343,Q9Y7R8,P40926,6.6e-97,329.5,Homo sapiens,Q9Y7R8P40926,P40926Q9Y7R8
24344,Q9Y7R8,P83373,2.5e-96,327.6,Fragaria ananassa,Q9Y7R8P83373,P83373Q9Y7R8
24345,Q9Y7R8,P00346,3.4e-96,327.2,Sus scrofa,Q9Y7R8P00346,P00346Q9Y7R8
24346,Q9Y7R8,Q4R568,1.1e-94,322.2,Macaca fascicularis,Q9Y7R8Q4R568,Q4R568Q9Y7R8
24347,Q9Y7R8,Q42972,2.5e-92,314.5,Oryza sativa subsp. japonica,Q9Y7R8Q42972,Q42972Q9Y7R8
24348,Q9Y7R8,P46488,4.0999999999999996e-92,313.8,Cucumis sativus,Q9Y7R8P46488,P46488Q9Y7R8
24349,Q9Y7R8,Q43744,9.5e-92,312.6,Brassica napus,Q9Y7R8Q43744,Q43744Q9Y7R8
24350,P51391,O78466,2.9e-52,179.0,Guillardia theta,P51391O78466,O78466P51391
24351,P51391,P49473,4.1e-52,178.5,Trieres chinensis,P51391P49473,P49473P51391
24352,P51391,Q85FQ2,6.5e-49,168.3,Cyanidioschyzon merolae (strain 10D),P51391Q85FQ2,Q85FQ2P51391
24353,P51391,Q8KPP3,4.0000000000000003e-44,153.1,Synechococcus elongatus (strain PCC 7942 / FACHB-805),P51391Q8KPP3,Q8KPP3P51391
24354,P51391,Q10YT0,8.400000000000001e-44,152.0,Trichodesmium erythraeum (strain IMS101),P51391Q10YT0,Q10YT0P51391
24355,P51391,Q1ACI7,1.9e-43,150.9,Chara vulgaris,P51391Q1ACI7,Q1ACI7P51391
24356,P51391,Q9TKY1,2e-43,150.8,Nephroselmis olivacea,P51391Q9TKY1,Q9TKY1P51391
24357,P51391,Q8M9W8,7.1e-43,149.1,Chaetosphaeridium globosum,P51391Q8M9W8,Q8M9W8P51391
24358,P51391,Q2JLF0,9.6e-43,148.6,Synechococcus sp. (strain JA-2-3B'a(2-13)),P51391Q2JLF0,Q2JLF0P51391
24359,P51391,Q9MUQ0,1.6e-42,147.9,Mesostigma viride,P51391Q9MUQ0,Q9MUQ0P51391
24360,P51391,Q0P3N6,1.9999999999999998e-42,147.6,Ostreococcus tauri,P51391Q0P3N6,Q0P3N6P51391
24361,P51391,Q3ZJ22,3.5e-42,146.8,Tupiella akineta,P51391Q3ZJ22,Q3ZJ22P51391
24362,B5LMM9,P08212,2.5e-43,150.1,Pisum sativum,B5LMM9P08212,P08212B5LMM9
24363,B5LMM9,Q32RS6,7.1e-43,148.6,Staurastrum punctulatum,B5LMM9Q32RS6,Q32RS6B5LMM9
24364,B5LMM9,A4GGB0,7.1e-43,148.6,Phaseolus vulgaris,B5LMM9A4GGB0,A4GGB0B5LMM9
24365,B5LMM9,P69194,7.1e-43,148.6,Lotus japonicus,B5LMM9P69194,P69194B5LMM9
24366,B5LMM9,P69195,7.1e-43,148.6,Glycine max,B5LMM9P69195,P69195B5LMM9
24367,B5LMM9,P62481,9.999999999999999e-43,148.2,Marchantia polymorpha,B5LMM9P62481,P62481B5LMM9
24368,B5LMM9,P62480,9.999999999999999e-43,148.2,Oenothera elata subsp. hookeri,B5LMM9P62480,P62480B5LMM9
24369,B5LMM9,B0Z4W4,9.999999999999999e-43,148.2,Oenothera biennis,B5LMM9B0Z4W4,B0Z4W4B5LMM9
24370,B5LMM9,B0Z548,9.999999999999999e-43,148.2,Oenothera glazioviana,B5LMM9B0Z548,B0Z548B5LMM9
24371,B5LMM9,Q06FX4,9.999999999999999e-43,148.2,Pelargonium hortorum,B5LMM9Q06FX4,Q06FX4B5LMM9
24372,B5LMM9,A9QC36,9.999999999999999e-43,148.2,Trachelium caeruleum,B5LMM9A9QC36,A9QC36B5LMM9
24373,B5LMM9,Q6WQW2,9.999999999999999e-43,148.2,Cucumis sativus,B5LMM9Q6WQW2,Q6WQW2B5LMM9
24374,B5LMM9,Q6YXK1,9.999999999999999e-43,148.2,Physcomitrium patens,B5LMM9Q6YXK1,Q6YXK1B5LMM9
24375,B5LMM9,B0Z5D2,9.999999999999999e-43,148.2,Oenothera parviflora,B5LMM9B0Z5D2,B0Z5D2B5LMM9
24376,B5LMM9,B0Z4N0,9.999999999999999e-43,148.2,Oenothera argillicola,B5LMM9B0Z4N0,B0Z4N0B5LMM9
24377,B5LMM9,Q2VEI9,9.999999999999999e-43,148.2,Solanum tuberosum,B5LMM9Q2VEI9,Q2VEI9B5LMM9
24378,B5LMM9,Q06GS3,9.999999999999999e-43,148.2,Piper cenocladum,B5LMM9Q06GS3,Q06GS3B5LMM9
24379,B5LMM9,B1A922,1.4e-42,147.7,Carica papaya,B5LMM9B1A922,B1A922B5LMM9
24380,B5LMM9,P06286,1.4e-42,147.7,Nicotiana tabacum,B5LMM9P06286,P06286B5LMM9
24381,Q02928,Q5TCH4,0.0,1140.5,Homo sapiens,Q02928Q5TCH4,Q5TCH4Q02928
24382,Q02928,P14579,6.1e-296,987.0,Oryctolagus cuniculus,Q02928P14579,P14579Q02928
24383,Q02928,P14581,3.9999999999999995e-284,948.0,Oryctolagus cuniculus,Q02928P14581,P14581Q02928
24384,Q02928,A2A974,1.2e-278,930.0,Mus musculus,Q02928A2A974,A2A974Q02928
24385,Q02928,Q91WL5,3.100000000000001e-277,925.3,Mus musculus,Q02928Q91WL5,Q91WL5Q02928
24386,Q02928,P24464,1.6000000000000002e-274,916.4,Rattus norvegicus,Q02928P24464,P24464Q02928
24387,Q02928,P20817,2.4e-266,889.4,Rattus norvegicus,Q02928P20817,P20817Q02928
24388,Q02928,Q8SPK0,3.3e-262,875.7,Sus scrofa,Q02928Q8SPK0,Q8SPK0Q02928
24389,Q02928,P20816,6.7e-262,874.7,Rattus norvegicus,Q02928P20816,P20816Q02928
24390,Q02928,O35728,7.8e-262,874.5,Mus musculus,Q02928O35728,O35728Q02928
24391,Q02928,Q64462,8.1e-184,617.0,Mus musculus,Q02928Q64462,Q64462Q02928
24392,Q02928,P15128,2.1000000000000003e-180,605.8,Oryctolagus cuniculus,Q02928P15128,P15128Q02928
24393,Q02928,P15129,1.2e-178,599.9,Rattus norvegicus,Q02928P15129,P15129Q02928
24394,B2ITP3,Q8YPJ1,2.6e-109,367.1,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),B2ITP3Q8YPJ1,Q8YPJ1B2ITP3
24395,B2ITP3,B8HMR6,1.4e-97,329.1,Cyanothece sp. (strain PCC 7425 / ATCC 29141),B2ITP3B8HMR6,B8HMR6B2ITP3
24396,B2ITP3,B7K236,2.5e-95,321.7,Rippkaea orientalis (strain PCC 8801),B2ITP3B7K236,B7K236B2ITP3
24397,B2ITP3,B0C1E5,2.9e-95,321.5,Acaryochloris marina (strain MBIC 11017),B2ITP3B0C1E5,B0C1E5B2ITP3
24398,B2ITP3,Q110B9,5.1e-95,320.7,Trichodesmium erythraeum (strain IMS101),B2ITP3Q110B9,Q110B9B2ITP3
24399,B2ITP3,Q8DMM0,2e-94,318.8,Thermosynechococcus elongatus (strain BP-1),B2ITP3Q8DMM0,Q8DMM0B2ITP3
24400,B2ITP3,P73308,2e-94,318.8,Synechocystis sp. (strain PCC 6803 / Kazusa),B2ITP3P73308,P73308B2ITP3
24401,B2ITP3,B7KHZ9,6.2e-94,317.2,Gloeothece citriformis (strain PCC 7424),B2ITP3B7KHZ9,B7KHZ9B2ITP3
24402,B2ITP3,B0JHZ1,6.8e-94,317.0,Microcystis aeruginosa (strain NIES-843),B2ITP3B0JHZ1,B0JHZ1B2ITP3
24403,B2ITP3,A5GVX2,1.1e-89,303.3,Synechococcus sp. (strain RCC307),B2ITP3A5GVX2,A5GVX2B2ITP3
24404,B2ITP3,A5GIT3,1.3000000000000001e-89,303.1,Synechococcus sp. (strain WH7803),B2ITP3A5GIT3,A5GIT3B2ITP3
24405,B2ITP3,Q31L19,1.6e-89,302.8,Synechococcus elongatus (strain PCC 7942 / FACHB-805),B2ITP3Q31L19,Q31L19B2ITP3
24406,B2ITP3,Q2JQN2,2.8000000000000002e-89,302.0,Synechococcus sp. (strain JA-3-3Ab),B2ITP3Q2JQN2,Q2JQN2B2ITP3
24407,B2ITP3,Q2JIL5,1.4e-88,299.7,Synechococcus sp. (strain JA-2-3B'a(2-13)),B2ITP3Q2JIL5,Q2JIL5B2ITP3
24408,B2ITP3,Q3AMP2,2.5e-87,295.7,Synechococcus sp. CC9605,B2ITP3Q3AMP2,Q3AMP2B2ITP3
24409,B2ITP3,A2CC40,3.1e-87,295.4,Prochlorococcus marinus str. MIT 9303,B2ITP3A2CC40,A2CC40B2ITP3
24410,A5GPD5,Q0I6K7,9.3e-85,286.0,Synechococcus sp. (strain CC9311),A5GPD5Q0I6K7,Q0I6K7A5GPD5
24411,A5GPD5,A5GWK2,1.8e-83,281.8,Synechococcus sp. (strain RCC307),A5GPD5A5GWK2,A5GWK2A5GPD5
24412,A5GPD5,A8G2L1,3.7e-83,280.8,Prochlorococcus marinus (strain MIT 9215),A5GPD5A8G2L1,A8G2L1A5GPD5
24413,A5GPD5,Q7V381,5.2e-83,280.3,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4),A5GPD5Q7V381,Q7V381A5GPD5
24414,A5GPD5,Q7U3T6,5.7e-83,280.2,Synechococcus sp. (strain WH8102),A5GPD5Q7U3T6,Q7U3T6A5GPD5
24415,A5GPD5,Q7V479,1.5e-82,278.8,Prochlorococcus marinus (strain MIT 9313),A5GPD5Q7V479,Q7V479A5GPD5
24416,A5GPD5,Q3AUJ5,3.2e-82,277.8,Synechococcus sp. CC9902,A5GPD5Q3AUJ5,Q3AUJ5A5GPD5
24417,A5GPD5,A9BDG7,1.4e-81,275.7,Prochlorococcus marinus (strain MIT 9211),A5GPD5A9BDG7,A9BDG7A5GPD5
24418,A5GPD5,Q31CX7,1.9e-81,275.3,Prochlorococcus marinus (strain MIT 9312),A5GPD5Q31CX7,Q31CX7A5GPD5
24419,A5GPD5,Q7VDY5,1.8e-80,272.2,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),A5GPD5Q7VDY5,Q7VDY5A5GPD5
24420,A5GPD5,A2C034,8.8e-80,269.9,Prochlorococcus marinus (strain NATL1A),A5GPD5A2C034,A2C034A5GPD5
24421,A5GPD5,Q46HG9,8.8e-80,269.9,Prochlorococcus marinus (strain NATL2A),A5GPD5Q46HG9,Q46HG9A5GPD5
24422,A5GPD5,Q8DM28,2.5e-70,239.3,Thermosynechococcus elongatus (strain BP-1),A5GPD5Q8DM28,Q8DM28A5GPD5
24423,A5GPD5,Q31QK3,6.8e-70,237.9,Synechococcus elongatus (strain PCC 7942 / FACHB-805),A5GPD5Q31QK3,Q31QK3A5GPD5
24424,A5GPD5,Q5N3N9,2.4e-69,236.2,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),A5GPD5Q5N3N9,Q5N3N9A5GPD5
24425,Q49KW8,Q9MTJ5,2.3e-142,476.8,Oenothera elata subsp. hookeri,Q49KW8Q9MTJ5,Q9MTJ5Q49KW8
24426,Q49KW8,P05642,2.6e-142,476.6,Zea mays,Q49KW8P05642,P05642Q49KW8
24427,Q49KW8,Q09WY7,5.6e-142,475.6,Morus indica,Q49KW8Q09WY7,Q09WY7Q49KW8
24428,Q49KW8,P0C316,5.9e-142,475.5,Oryza sativa subsp. indica,Q49KW8P0C316,P0C316Q49KW8
24429,Q49KW8,Q6ENE4,5.9e-142,475.5,Oryza nivara,Q49KW8Q6ENE4,Q6ENE4Q49KW8
24430,Q49KW8,P12123,5.9e-142,475.5,Oryza sativa subsp. japonica,Q49KW8P12123,P12123Q49KW8
24431,Q49KW8,P60162,5.9e-142,475.5,Triticum aestivum,Q49KW8P60162,P60162Q49KW8
24432,Q49KW8,P0C315,5.9e-142,475.5,Oryza sativa,Q49KW8P0C315,P0C315Q49KW8
24433,Q49KW8,P60161,5.9e-142,475.5,Hordeum vulgare,Q49KW8P60161,P60161Q49KW8
24434,Q49KW8,P56773,8.3e-142,475.0,Arabidopsis thaliana,Q49KW8P56773,P56773Q49KW8
24435,Q49KW8,Q2VEF0,1.7999999999999998e-141,473.9,Solanum tuberosum,Q49KW8Q2VEF0,Q2VEF0Q49KW8
24436,Q49KW8,Q2MIF8,1.7999999999999998e-141,473.9,Solanum bulbocastanum,Q49KW8Q2MIF8,Q2MIF8Q49KW8
24437,Q49KW8,Q2MI71,1.7999999999999998e-141,473.9,Solanum lycopersicum,Q49KW8Q2MI71,Q2MI71Q49KW8
24438,Q49KW8,Q8S8W0,1.7999999999999998e-141,473.9,Atropa belladonna,Q49KW8Q8S8W0,Q8S8W0Q49KW8
24439,Q49KW8,Q6L372,2.1e-141,473.7,Saccharum hybrid,Q49KW8Q6L372,Q6L372Q49KW8
24440,Q49KW8,A1E9V4,2.1e-141,473.7,Sorghum bicolor,Q49KW8A1E9V4,A1E9V4Q49KW8
24441,Q49KW8,Q6ENT4,2.1e-141,473.7,Saccharum officinarum,Q49KW8Q6ENT4,Q6ENT4Q49KW8
24442,Q49KW8,Q33C02,2.6e-141,473.4,Nicotiana tomentosiformis,Q49KW8Q33C02,Q33C02Q49KW8
24443,Q31RG5,Q9R6T0,3.9e-309,1029.4,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),Q31RG5Q9R6T0,Q9R6T0Q31RG5
24444,Q31RG5,B0CDA5,1.0999999999999999e-190,638.9,Acaryochloris marina (strain MBIC 11017),Q31RG5B0CDA5,B0CDA5Q31RG5
24445,Q31RG5,P73912,1.8e-185,621.8,Synechocystis sp. (strain PCC 6803 / Kazusa),Q31RG5P73912,P73912Q31RG5
24446,Q31RG5,B0JHI7,7.6e-183,613.1,Microcystis aeruginosa (strain NIES-843),Q31RG5B0JHI7,B0JHI7Q31RG5
24447,Q31RG5,B2J814,3.6e-181,607.5,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),Q31RG5B2J814,B2J814Q31RG5
24448,Q31RG5,Q118K5,1.8000000000000004e-180,605.3,Trichodesmium erythraeum (strain IMS101),Q31RG5Q118K5,Q118K5Q31RG5
24449,Q31RG5,Q2JNP5,3.8e-150,505.3,Synechococcus sp. (strain JA-2-3B'a(2-13)),Q31RG5Q2JNP5,Q2JNP5Q31RG5
24450,Q31RG5,Q2JXK6,1.8e-149,503.0,Synechococcus sp. (strain JA-3-3Ab),Q31RG5Q2JXK6,Q2JXK6Q31RG5
24451,Q31RG5,Q7NJ11,2.7e-132,446.4,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421),Q31RG5Q7NJ11,Q7NJ11Q31RG5
24452,Q31RG5,A0T0W1,8.1e-115,388.8,Thalassiosira pseudonana,Q31RG5A0T0W1,A0T0W1Q31RG5
24453,Q31RG5,P49539,1.0999999999999999e-112,381.8,Trieres chinensis,Q31RG5P49539,P49539Q31RG5
24454,Q31RG5,A6MVS2,1.8e-111,377.8,Rhodomonas salina,Q31RG5A6MVS2,A6MVS2Q31RG5
24455,Q31RG5,P51363,3.4e-108,367.0,Porphyra purpurea,Q31RG5P51363,P51363Q31RG5
24456,Q112Z6,B2J058,1.0000000000000001e-271,906.5,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),Q112Z6B2J058,B2J058Q112Z6
24457,Q112Z6,Q8DLP3,1.0000000000000001e-268,896.5,Thermosynechococcus elongatus (strain BP-1),Q112Z6Q8DLP3,Q8DLP3Q112Z6
24458,Q112Z6,B8HPK1,1.9e-267,892.3,Cyanothece sp. (strain PCC 7425 / ATCC 29141),Q112Z6B8HPK1,B8HPK1Q112Z6
24459,Q112Z6,Q3M9W0,1.2e-265,886.4,Trichormus variabilis ATCC 29413,Q112Z6Q3M9W0,Q3M9W0Q112Z6
24460,Q112Z6,P12405,1.3e-265,886.3,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q112Z6P12405,P12405Q112Z6
24461,Q112Z6,Q05372,3.5999999999999998e-264,881.6,Synechococcus sp. (strain PCC 6716),Q112Z6Q05372,Q05372Q112Z6
24462,Q112Z6,P27179,4e-264,881.4,Synechocystis sp. (strain PCC 6803 / Kazusa),Q112Z6P27179,P27179Q112Z6
24463,Q112Z6,B0BZL2,2.5e-263,878.8,Acaryochloris marina (strain MBIC 11017),Q112Z6B0BZL2,B0BZL2Q112Z6
24464,Q112Z6,P08449,1.2e-260,870.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),Q112Z6P08449,P08449Q112Z6
24465,Q112Z6,Q31RF1,1.3e-259,866.5,Synechococcus elongatus (strain PCC 7942 / FACHB-805),Q112Z6Q31RF1,Q31RF1Q112Z6
24466,Q112Z6,P56294,2.6e-259,865.5,Chlorella vulgaris,Q112Z6P56294,P56294Q112Z6
24467,Q112Z6,Q32RS8,9.1e-256,853.9,Staurastrum punctulatum,Q112Z6Q32RS8,Q32RS8Q112Z6
24468,Q112Z6,Q1XDP5,1.7e-255,852.9,Pyropia yezoensis,Q112Z6Q1XDP5,Q1XDP5Q112Z6
24469,Q112Z6,Q6B8Q8,4.5e-255,851.6,Gracilaria tenuistipitata var. liui,Q112Z6Q6B8Q8,Q6B8Q8Q112Z6
24470,A5GNH5,Q0I7L4,3.5e-48,166.4,Synechococcus sp. (strain CC9311),A5GNH5Q0I7L4,Q0I7L4A5GNH5
24471,A5GNH5,Q3AHX3,4.9e-46,159.5,Synechococcus sp. CC9605,A5GNH5Q3AHX3,Q3AHX3A5GNH5
24472,A5GNH5,Q7TUR7,8.2e-45,155.6,Prochlorococcus marinus (strain MIT 9313),A5GNH5Q7TUR7,Q7TUR7A5GNH5
24473,A5GNH5,A2C6S6,1.0000000000000001e-44,155.3,Prochlorococcus marinus str. MIT 9303,A5GNH5A2C6S6,A2C6S6A5GNH5
24474,A5GNH5,Q3AZA6,7.1e-43,149.4,Synechococcus sp. CC9902,A5GNH5Q3AZA6,Q3AZA6A5GNH5
24475,A5GNH5,Q7U8K6,7.3e-42,146.2,Synechococcus sp. (strain WH8102),A5GNH5Q7U8K6,Q7U8K6A5GNH5
24476,A5GNH5,Q7VA27,1.6e-39,138.7,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),A5GNH5Q7VA27,Q7VA27A5GNH5
24477,A5GNH5,A9BCH8,1.3000000000000001e-37,132.7,Prochlorococcus marinus (strain MIT 9211),A5GNH5A9BCH8,A9BCH8A5GNH5
24478,A5GNH5,Q46J20,4.6e-37,130.9,Prochlorococcus marinus (strain NATL2A),A5GNH5Q46J20,Q46J20A5GNH5
24479,A5GNH5,A2C4N4,4.6e-37,130.9,Prochlorococcus marinus (strain NATL1A),A5GNH5A2C4N4,A2C4N4A5GNH5
24480,A5GNH5,Q5MZ25,5.399999999999999e-31,111.6,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),A5GNH5Q5MZ25,Q5MZ25A5GNH5
24481,A5GNH5,Q31N19,5.399999999999999e-31,111.6,Synechococcus elongatus (strain PCC 7942 / FACHB-805),A5GNH5Q31N19,Q31N19A5GNH5
24482,A5GNH5,B8HTW2,3.9e-29,105.6,Cyanothece sp. (strain PCC 7425 / ATCC 29141),A5GNH5B8HTW2,B8HTW2A5GNH5
24483,A5GNH5,Q8DJN4,7.4e-28,101.6,Thermosynechococcus elongatus (strain BP-1),A5GNH5Q8DJN4,Q8DJN4A5GNH5
24484,A5GNH5,A3PEX6,8.9e-28,101.3,Prochlorococcus marinus (strain MIT 9301),A5GNH5A3PEX6,A3PEX6A5GNH5
24485,A5GNH5,Q318Q5,1.1e-27,101.0,Prochlorococcus marinus (strain MIT 9312),A5GNH5Q318Q5,Q318Q5A5GNH5
24486,P49529,A0T0T2,8.8e-15,56.6,Thalassiosira pseudonana,P49529A0T0T2,A0T0T2P49529
24487,P49529,O96797,6.6e-13,50.9,Skeletonema costatum,P49529O96797,O96797P49529
24488,P49529,B2XTQ6,7.2e-11,44.9,Heterosigma akashiwo (strain CCMP452),P49529B2XTQ6,B2XTQ6P49529
24489,P49529,Q6B8L0,8.7e-10,41.6,Gracilaria tenuistipitata var. liui,P49529Q6B8L0,Q6B8L0P49529
24490,P49529,Q4G3D2,5.9e-07,33.1,Emiliania huxleyi,P49529Q4G3D2,Q4G3D2P49529
24491,P49529,B2IYZ8,6.3e-07,33.1,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),P49529B2IYZ8,B2IYZ8P49529
24492,P49529,Q8YM13,8.4e-07,32.7,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),P49529Q8YM13,Q8YM13P49529
24493,P49529,Q32RW9,1.4e-05,29.1,Staurastrum punctulatum,P49529Q32RW9,Q32RW9P49529
24494,P49529,Q8WI31,1.7e-05,28.8,Psilotum nudum,P49529Q8WI31,Q8WI31P49529
24495,P49529,Q06SC8,4.2e-05,27.6,Stigeoclonium helveticum,P49529Q06SC8,Q06SC8P49529
24496,P49529,P61051,4.9e-05,27.4,Physcomitrium patens,P49529P61051,P61051P49529
24497,P49529,Q8M9Z7,8e-05,26.8,Chaetosphaeridium globosum,P49529Q8M9Z7,Q8M9Z7P49529
24498,P49529,Q9TLX0,8.5e-05,26.7,Cyanidium caldarium,P49529Q9TLX0,Q9TLX0P49529
24499,B7K5I8,P27179,7.6e-287,956.1,Synechocystis sp. (strain PCC 6803 / Kazusa),B7K5I8P27179,P27179B7K5I8
24500,B7K5I8,Q112Z6,3.8e-270,901.0,Trichodesmium erythraeum (strain IMS101),B7K5I8Q112Z6,Q112Z6B7K5I8
24501,B7K5I8,B0BZL2,6.1e-269,897.0,Acaryochloris marina (strain MBIC 11017),B7K5I8B0BZL2,B0BZL2B7K5I8
24502,B7K5I8,B2J058,6.9e-268,893.6,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),B7K5I8B2J058,B2J058B7K5I8
24503,B7K5I8,Q8DLP3,1.1e-264,883.0,Thermosynechococcus elongatus (strain BP-1),B7K5I8Q8DLP3,Q8DLP3B7K5I8
24504,B7K5I8,Q05372,2.2e-264,882.0,Synechococcus sp. (strain PCC 6716),B7K5I8Q05372,Q05372B7K5I8
24505,B7K5I8,B8HPK1,3.4e-263,878.1,Cyanothece sp. (strain PCC 7425 / ATCC 29141),B7K5I8B8HPK1,B8HPK1B7K5I8
24506,B7K5I8,P12405,5.4e-259,864.2,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),B7K5I8P12405,P12405B7K5I8
24507,B7K5I8,Q3M9W0,6.4e-259,864.0,Trichormus variabilis ATCC 29413,B7K5I8Q3M9W0,Q3M9W0B7K5I8
24508,B7K5I8,Q4G397,8.2e-259,863.7,Emiliania huxleyi,B7K5I8Q4G397,Q4G397B7K5I8
24509,B7K5I8,Q00820,3.2e-258,861.7,Trieres chinensis,B7K5I8Q00820,Q00820B7K5I8
24510,B7K5I8,P08449,5.1000000000000015e-258,861.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),B7K5I8P08449,P08449B7K5I8
24511,B7K5I8,Q31RF1,6.5999999999999985e-257,857.4,Synechococcus elongatus (strain PCC 7942 / FACHB-805),B7K5I8Q31RF1,Q31RF1B7K5I8
24512,B7K5I8,A0T0F1,4e-256,854.8,Phaeodactylum tricornutum (strain CCAP 1055/1),B7K5I8A0T0F1,A0T0F1B7K5I8
24513,Q6B8P4,P51222,9.3e-83,280.3,Porphyra purpurea,Q6B8P4P51222,P51222Q6B8P4
24514,Q6B8P4,O78469,5.699999999999999e-63,216.0,Guillardia theta,Q6B8P4O78469,O78469Q6B8P4
24515,Q6B8P4,Q9TM17,7.000000000000001e-57,196.3,Cyanidium caldarium,Q6B8P4Q9TM17,Q9TM17Q6B8P4
24516,Q6B8P4,Q85FP8,2.8e-55,191.1,Cyanidioschyzon merolae (strain 10D),Q6B8P4Q85FP8,Q85FP8Q6B8P4
24517,Q6B8P4,B8HRF0,2.8e-54,187.8,Cyanothece sp. (strain PCC 7425 / ATCC 29141),Q6B8P4B8HRF0,B8HRF0Q6B8P4
24518,Q6B8P4,Q4G3B5,6.599999999999999e-53,183.4,Emiliania huxleyi,Q6B8P4Q4G3B5,Q4G3B5Q6B8P4
24519,Q6B8P4,Q8DGB4,1.1e-52,182.7,Thermosynechococcus elongatus (strain BP-1),Q6B8P4Q8DGB4,Q8DGB4Q6B8P4
24520,Q6B8P4,A0T0M6,3.3e-52,181.1,Phaeodactylum tricornutum (strain CCAP 1055/1),Q6B8P4A0T0M6,A0T0M6Q6B8P4
24521,Q6B8P4,P25902,6e-51,177.0,Synechococcus elongatus,Q6B8P4P25902,P25902Q6B8P4
24522,Q6B8P4,P37277,3.4e-50,174.6,Synechocystis sp. (strain PCC 6803 / Kazusa),Q6B8P4P37277,P37277Q6B8P4
24523,Q6B8P4,B0JT88,4.1e-47,164.6,Microcystis aeruginosa (strain NIES-843),Q6B8P4B0JT88,B0JT88Q6B8P4
24524,Q6B8P4,B2J591,2.4e-40,142.6,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),Q6B8P4B2J591,B2J591Q6B8P4
24525,P72575,B0JX68,6.1e-18,66.7,Microcystis aeruginosa (strain NIES-843),P72575B0JX68,B0JX68P72575
24526,P72575,B2ITV2,2.3e-16,62.0,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),P72575B2ITV2,B2ITV2P72575
24527,P72575,Q8YYB0,1.3e-15,59.7,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),P72575Q8YYB0,Q8YYB0P72575
24528,P72575,Q3MFU4,1.3e-15,59.7,Trichormus variabilis ATCC 29413,P72575Q3MFU4,Q3MFU4P72575
24529,P72575,B7KL15,5.3e-14,54.8,Gloeothece citriformis (strain PCC 7424),P72575B7KL15,B7KL15P72575
24530,P72575,Q31LM3,1.5e-12,50.4,Synechococcus elongatus (strain PCC 7942 / FACHB-805),P72575Q31LM3,Q31LM3P72575
